ReportingMonth,CustomerID,PodID,OffpeakConsumption,StandardConsumption,PeakConsumption,Block1Consumption,Block2Consumption,Block3Consumption,Block4Consumption,NonTOUConsumption
2024-12-01,6915819618,1088804555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01,8110853877,5175067626,0.0,0.0,0.0,254.0,0.0,0.0,0.0,0.0
2022-08-01,6539867624,9462566505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-01,7519668697,7519668691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-01,5955338152,6455991748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-01,8379468535,4653414206,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0
2022-03-01,8913494941,8010536486,0.0,0.0,0.0,1200.0,326.0,0.0,0.0,0.0
2022-09-01,9855791596,5703590563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-01,9696670425,9696670214,0.0,0.0,0.0,824.0,0.0,0.0,0.0,0.0
2023-01-01,6016037302,6016037707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-01,8039326001,1705265880,0.0,19314.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-01,6957459782,5534869115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-01,5122677091,5122677387,16182.0,6732.0,4620.0,0.0,0.0,0.0,0.0,0.0
2021-04-01,6289981993,6289981347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-01,7903555150,7903555413,35406.0,27030.0,11312.0,0.0,0.0,0.0,0.0,0.0
2016-05-01,9304666840,9304666945,0.0,0.0,0.0,600.0,1278.0,0.0,0.0,0.0
2022-05-01,5964514158,5964514130,0.0,0.0,0.0,1172.0,0.0,0.0,0.0,0.0
2020-11-01,9367966800,8538953408,32030.0,17854.0,10332.0,0.0,0.0,0.0,0.0,0.0
2022-12-01,6165682543,6165682656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-01,6537864230,6861400000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-01,5681296441,5681296770,0.0,0.0,0.0,600.0,2048.0,0.0,0.0,0.0
2022-01-01,5325860289,5569282545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-01,6632913525,6632913484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-01,9498696180,9498696157,0.0,0.0,0.0,1200.0,1248.0,0.0,0.0,0.0
2024-02-01,8312645018,9124001164,0.0,0.0,0.0,1200.0,3692.0,0.0,0.0,0.0
2021-09-01,8477561192,2924561712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-01,6135196843,9679057948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-01,7866334508,7708606576,0.0,0.0,0.0,600.0,11.0,0.0,0.0,0.0
2022-04-01,8727074904,4206571543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-01,8764606898,8764606187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-01,9269431912,5372226277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-01,8429982738,8429982534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-01,6572977931,9460093582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-01,7121157316,5322542829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-08-01,5590766860,5763088526,0.0,0.0,0.0,600.0,849.0,0.0,0.0,0.0
2023-08-01,7115026035,7115026171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-01,7102444965,7102444633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-01,8453789161,8453789648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-01,6979601064,5126102983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-01,6735950621,6735950129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01,6126333525,6045278310,0.0,0.0,0.0,668.0,0.0,0.0,0.0,0.0
2023-01-01,5487632115,3626446231,0.0,0.0,0.0,513.0,0.0,0.0,0.0,0.0
2016-10-01,9012870117,0368963486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-01,7278940261,7861010084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-03-01,5438931728,5438931346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-01,9172632170,9100110639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-09-01,5475207967,5475207057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-10-01,8933318195,3047831825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-01,6259595858,8454756605,0.0,0.0,0.0,710.0,0.0,0.0,0.0,0.0
2016-03-01,7728032467,1521711650,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-12-01,7356654477,7356654027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-01,7767635625,1157303063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-01,6155471326,9854469211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-01,6477330149,6477330779,0.0,0.0,0.0,1237.0,0.0,0.0,0.0,0.0
2016-11-01,9966079455,6048069533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-10-01,9866895986,8535791619,0.0,0.0,0.0,426.0,0.0,0.0,0.0,0.0
2016-01-01,5591899626,7415594775,0.0,0.0,0.0,292.0,0.0,0.0,0.0,0.0
2022-03-01,7401376967,5318258647,0.0,0.0,0.0,571.0,0.0,0.0,0.0,0.0
2016-01-01,5317989295,5317989471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-01,8417950639,8417950285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-09-01,9040946798,9040946233,0.0,0.0,0.0,1880.0,783.0,0.0,0.0,0.0
2016-09-01,5137792626,5758539615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-01,5210446804,5583976901,0.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0
2024-11-01,7265011556,6047900000,0.0,0.0,0.0,1008.0,0.0,0.0,0.0,0.0
2016-07-01,6750807030,4913306614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-01,5941175550,0271713824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-01,6063985704,8908660337,0.0,0.0,0.0,600.0,6540.0,0.0,0.0,0.0
2024-12-01,9875580608,9875580893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-01,6048186645,8111829999,0.0,0.0,0.0,600.0,26.0,0.0,0.0,0.0
2016-05-01,7785008634,7785008534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-11-01,9242681514,9242681946,0.0,0.0,0.0,527.0,0.0,0.0,0.0,0.0
2022-08-01,8033567804,7862576093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-12-01,9704945099,0777231804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-01,5222439786,2966844278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-12-01,6979818329,9127705163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-01,8594680882,5699642778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-07-01,5273956869,5273956933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-01,9862919774,9621418041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-01,8355930157,5447798565,0.0,126486.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-01,8087465639,8820884917,0.0,0.0,0.0,286.0,0.0,0.0,0.0,0.0
2021-05-01,5297094897,5297094576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-01,8745074339,8745074821,6728.0,20454.0,7924.0,0.0,0.0,0.0,0.0,0.0
2016-02-01,9930759868,9930759141,0.0,0.0,0.0,136.0,0.0,0.0,0.0,0.0
2016-06-01,8188982747,7100114473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-01,6942640517,9864506091,0.0,0.0,0.0,142.0,0.0,0.0,0.0,0.0
2021-10-01,6767041975,6767041354,0.0,0.0,0.0,1200.0,3128.0,0.0,0.0,0.0
2023-03-01,9747142217,0234447840,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-01,6531396579,6531396304,0.0,0.0,0.0,1200.0,1926.0,0.0,0.0,0.0
2024-02-01,6402884437,6402884993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-01,6291064235,6326156400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-01,9164123705,0715999978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-01,7342392275,2822112962,0.0,0.0,0.0,1200.0,1276.0,0.0,0.0,0.0
2021-05-01,5023226657,5023226377,0.0,0.0,0.0,250.0,0.0,0.0,0.0,0.0
2016-10-01,9362062055,1720242204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-01,9009520317,6296063495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-01,7797448006,7797448306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-12-01,9231241848,5043270247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-01,8998921970,8998921446,0.0,0.0,0.0,427.0,0.0,0.0,0.0,0.0
2022-03-01,7819393952,7819393958,0.0,0.0,0.0,1247.0,0.0,0.0,0.0,0.0
2023-12-01,5552781706,8456444768,0.0,0.0,0.0,486.0,0.0,0.0,0.0,0.0
2016-08-01,6326795596,6326795630,0.0,0.0,0.0,2460.0,3124.0,0.0,0.0,0.0
2022-10-01,9583902509,9583902582,0.0,0.0,0.0,686.0,0.0,0.0,0.0,0.0
2024-07-01,7779971737,7779971407,0.0,0.0,0.0,398.0,0.0,0.0,0.0,0.0
2022-05-01,5773976790,5773976685,0.0,0.0,0.0,600.0,527.0,0.0,0.0,0.0
2016-05-01,5499346813,5499346241,0.0,0.0,0.0,206.0,0.0,0.0,0.0,0.0
2023-05-01,5076657439,5076657736,0.0,0.0,0.0,462.0,0.0,0.0,0.0,0.0
2022-02-01,5559169222,2765719901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-01,7557034388,7557034841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-07-01,8414598018,8414598208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-06-01,7680602506,1105335243,0.0,0.0,0.0,600.0,401.0,0.0,0.0,0.0
2015-12-01,8522472758,8522472083,0.0,0.0,0.0,1860.0,592.0,0.0,0.0,0.0
2016-12-01,7066463220,7066463881,0.0,0.0,0.0,600.0,101.0,0.0,0.0,0.0
2024-01-01,9009931139,9009931945,0.0,0.0,0.0,353.0,0.0,0.0,0.0,0.0
2016-06-01,7667670919,0559485925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-03-01,5743732920,5743732123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-01,7665163729,7665163089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-05-01,8609142626,8609142073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-01,6008971258,8947838682,0.0,0.0,0.0,600.0,437.0,0.0,0.0,0.0
2022-11-01,6193020034,6193020243,0.0,0.0,0.0,600.0,473.0,0.0,0.0,0.0
2016-01-01,9423029007,5954666522,0.0,0.0,0.0,1227.0,0.0,0.0,0.0,0.0
2023-12-01,6078578467,4385759823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-01,5867916341,5867916870,0.0,0.0,0.0,368.0,0.0,0.0,0.0,0.0
2021-01-01,7227344506,5400143362,0.0,0.0,0.0,467.0,0.0,0.0,0.0,0.0
2025-01-01,5008163771,5008163839,0.0,0.0,0.0,161.0,0.0,0.0,0.0,0.0
2022-07-01,5262440067,0753770568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-07-01,9372256987,9372256623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-01,8064650236,4714587764,3541.0,2761.0,849.0,0.0,0.0,0.0,0.0,0.0
2020-12-01,9733962771,9761522397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-01,8870900167,8870900056,0.0,0.0,0.0,383.0,0.0,0.0,0.0,0.0
2021-02-01,7620733811,7620733942,165292.0,183182.0,57216.0,0.0,0.0,0.0,0.0,0.0
2017-01-01,6304530263,7977450615,0.0,0.0,0.0,600.0,220.0,0.0,0.0,0.0
2022-02-01,6998535618,8398127031,0.0,0.0,0.0,325.0,0.0,0.0,0.0,0.0
2020-11-01,7966532424,8112586722,88798.0,131166.0,33408.0,0.0,0.0,0.0,0.0,0.0
2016-04-01,8380385340,8380385170,0.0,0.0,0.0,471.0,0.0,0.0,0.0,0.0
2021-03-01,6155947823,6155947219,0.0,0.0,0.0,7172.0,0.0,0.0,0.0,0.0
2025-01-01,7198763346,0617673562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-09-01,6656521304,2366028524,0.0,0.0,0.0,322.0,0.0,0.0,0.0,0.0
2020-12-01,5125167982,6964458759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-01,9346478849,9346478010,0.0,0.0,0.0,986.0,0.0,0.0,0.0,0.0
2024-01-01,6359745553,6003916664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-01,6702069440,7451031664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-01,9051066784,2408600000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-01,8269327843,6013252841,0.0,0.0,0.0,1096.0,0.0,0.0,0.0,0.0
2023-10-01,6779079829,5999785524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-01,6342149515,2379173419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-01,9522908953,8918514606,0.0,0.0,0.0,3920.0,8372.0,0.0,0.0,0.0
2016-10-01,8049235997,8049235033,0.0,0.0,0.0,357.0,0.0,0.0,0.0,0.0
2023-06-01,7115343426,7115343317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-04-01,7934222454,7934222423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-01,9719770778,9719770761,0.0,0.0,0.0,5460.0,630.0,0.0,0.0,0.0
2016-09-01,8181696496,8832524531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-01,8691094214,8691094654,0.0,0.0,0.0,614.0,0.0,0.0,0.0,0.0
2021-05-01,7287743167,7287743751,0.0,0.0,0.0,1200.0,64.0,0.0,0.0,0.0
2016-07-01,7040260993,1919430222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-01,6283730241,4735770453,7786.0,9280.0,4482.0,0.0,0.0,0.0,0.0,0.0
2021-12-01,5714748941,3245534278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-01,5919668918,4624646937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-01,7596300592,0495273602,0.0,0.0,0.0,312.0,0.0,0.0,0.0,0.0
2024-02-01,7900164838,7900164697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-01,6150065054,7500272948,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0
2022-03-01,6314158699,5006175667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-01,8590245904,8590245645,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0
2024-01-01,5348248752,5042389917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-01,8341009801,8341009533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-01,7530488263,6720040177,0.0,0.0,0.0,1200.0,848.0,0.0,0.0,0.0
2021-09-01,9542022099,9542022837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-01,6381169194,7565686011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-01,6338412917,6338412193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-01,9870417781,9870417455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-01,7398622580,8448364039,0.0,0.0,0.0,1190.0,0.0,0.0,0.0,0.0
2023-07-01,7828474442,6007369669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-01,8348914478,0230295130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-01,8615251907,5120847146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-01,9556494105,0412662247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-01,6831491792,6831491032,0.0,0.0,0.0,126.0,0.0,0.0,0.0,0.0
2024-12-01,6571747106,6571747569,0.0,0.0,0.0,1020.0,0.0,0.0,0.0,0.0
2023-08-01,6097763105,1049696995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-12-01,8689536326,8689536203,0.0,0.0,0.0,590.0,0.0,0.0,0.0,0.0
2021-01-01,6962660232,6962660957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-01,6797258774,4237723351,0.0,0.0,0.0,353.0,0.0,0.0,0.0,0.0
2021-04-01,5062550713,8140305803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-01,6397121548,6397121362,0.0,0.0,0.0,3545.0,0.0,0.0,0.0,0.0
2016-07-01,7264111262,4749088719,0.0,0.0,0.0,2034.0,0.0,0.0,0.0,0.0
2024-03-01,7940400051,7940400825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-11-01,9023466730,9023466276,0.0,0.0,0.0,600.0,379.0,0.0,0.0,0.0
2016-02-01,9495691872,9810776605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-02-01,5832950901,5832950930,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-03-01,7242413081,7880888514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-12-01,5361195660,5361195848,0.0,0.0,0.0,1717.0,0.0,0.0,0.0,0.0
2023-02-01,6393635748,1450309705,6582.0,10448.0,3326.0,0.0,0.0,0.0,0.0,0.0
2021-05-01,9161967081,4159391515,0.0,0.0,0.0,1200.0,430.0,0.0,0.0,0.0
2022-04-01,6735435078,8288090481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-01,6424495936,6424495651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-01,7869564988,0394309993,24656.0,17182.0,8984.0,0.0,0.0,0.0,0.0,0.0
2022-02-01,6165683331,6165683622,0.0,0.0,0.0,452.0,0.0,0.0,0.0,0.0
2019-10-01,7824273661,7824273754,36264.0,11388.0,238.0,0.0,0.0,0.0,0.0,0.0
2022-04-01,5926999719,5926999198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-01,8620854865,0146515114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-01,6274408076,7851853869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-01,6387155698,6368443771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-01,5935652342,5935652964,0.0,0.0,0.0,1096.0,0.0,0.0,0.0,0.0
2022-04-01,6249686139,7974149229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-01,7409141837,9400105559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-11-01,5696257080,9510269704,0.0,0.0,0.0,600.0,600.0,0.0,0.0,0.0
2021-05-01,9297555097,9297555311,169706.0,262656.0,114816.0,0.0,0.0,0.0,0.0,0.0
2022-12-01,9360122005,8736736188,0.0,0.0,0.0,82.0,0.0,0.0,0.0,0.0
2023-12-01,6821259205,6821259901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-01,8925252300,9384921299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-01,6519423686,8691327743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-01,6414922707,9599853174,47678.0,23688.0,12136.0,0.0,0.0,0.0,0.0,0.0
2021-08-01,5522319872,9032775199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-12-01,5810306641,5810306999,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0
2023-06-01,8843695678,8483004296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-01,6540105562,6540105614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-01,8151948820,8151948573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-01,8261761661,1049923546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-01,6063658095,6063658986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-01,9140548414,6471817632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-01,6467973006,7261406299,0.0,0.0,0.0,1200.0,1604.0,0.0,0.0,0.0
2024-03-01,6891676113,8706266904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-01,7168219954,7168219047,0.0,0.0,0.0,1200.0,392.0,0.0,0.0,0.0
2016-12-01,5457776571,5457776428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-01,8569907307,5189801120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-12-01,8157783915,4237546540,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-01,6603979213,9807924601,0.0,0.0,0.0,448.0,0.0,0.0,0.0,0.0
2022-01-01,7874282912,6522240988,0.0,0.0,0.0,600.0,185.0,0.0,0.0,0.0
2016-05-01,8192473747,6536847383,0.0,0.0,0.0,489.0,0.0,0.0,0.0,0.0
2016-08-01,8861364361,8861364728,0.0,0.0,0.0,1137.0,0.0,0.0,0.0,0.0
2021-11-01,6464168553,6464168318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-01,9027111711,7212667000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-01,7724779207,8082303468,0.0,0.0,0.0,600.0,185.0,0.0,0.0,0.0
2016-08-01,5529401291,5727799863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-12-01,9996380767,9996380467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-02-01,5670146003,5085194662,0.0,0.0,0.0,600.0,313.0,0.0,0.0,0.0
2016-12-01,9720031299,7840644418,0.0,0.0,0.0,600.0,407.0,0.0,0.0,0.0
2016-05-01,6944530586,5414161343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-08-01,7235692411,7235692685,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0
2021-03-01,5268967881,6664865311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-01,7655099708,1889474353,21644.0,20032.0,10946.0,0.0,0.0,0.0,0.0,0.0
2021-08-01,8337268953,7893719344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-01,6373600175,6373600045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-01,8744174939,9909590025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-01,5679311033,4385182811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-01,7475512474,9253211491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-01,9449650885,2835542733,3448.0,17988.0,6132.0,0.0,0.0,0.0,0.0,0.0
2021-10-01,6366028584,1777277058,15940.0,18862.0,8336.0,0.0,0.0,0.0,0.0,0.0
2021-09-01,8883476530,9927493172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-05-01,7623847467,9398534343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-01,9438938547,7007900423,234498.0,236388.0,82252.0,0.0,0.0,0.0,0.0,0.0
2017-01-01,6651059903,1365185314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-08-01,6278798597,6278798460,0.0,0.0,0.0,531.0,0.0,0.0,0.0,0.0
2020-01-01,9567917318,8248550314,61398.0,72070.0,30930.0,0.0,0.0,0.0,0.0,0.0
2021-12-01,7887711416,0408841558,2962.0,2686.0,988.0,0.0,0.0,0.0,0.0,0.0
2022-05-01,5231924356,8999516562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-01,6769208408,9883870862,0.0,0.0,0.0,3720.0,1259.0,0.0,0.0,0.0
2021-11-01,8736801520,5716999464,0.0,0.0,0.0,1200.0,2438.0,0.0,0.0,0.0
2020-12-01,7103974933,6202470880,0.0,0.0,0.0,377.0,0.0,0.0,0.0,0.0
2022-09-01,6828364634,8826720888,38726.0,231756.0,84656.0,0.0,0.0,0.0,0.0,0.0
2023-05-01,5397483038,5883077525,0.0,0.0,0.0,876.0,0.0,0.0,0.0,0.0
2021-09-01,9349521650,5012418788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-01,7314579480,7314579040,0.0,0.0,0.0,492.0,0.0,0.0,0.0,0.0
2023-01-01,8848940304,8848940936,0.0,0.0,0.0,7400.0,3108.0,0.0,0.0,0.0
2023-11-01,6999395813,5778105543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-01,8609821066,8609821094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-01,5968981279,9364786367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-01,5289221148,9712209926,0.0,0.0,0.0,1200.0,888.0,0.0,0.0,0.0
2016-10-01,7002960840,3709800000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-12-01,7013535336,1498116742,0.0,0.0,0.0,1820.0,921.0,0.0,0.0,0.0
2021-07-01,5380471334,8079689552,0.0,0.0,0.0,1200.0,1184.0,0.0,0.0,0.0
2021-04-01,8267003288,6294569263,0.0,0.0,0.0,117.0,0.0,0.0,0.0,0.0
2021-03-01,9365105104,7048647929,0.0,0.0,0.0,332.0,0.0,0.0,0.0,0.0
2021-08-01,8745674104,8318796284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-01,6343445698,6343445483,0.0,0.0,0.0,320.0,0.0,0.0,0.0,0.0
2024-03-01,6477453929,4726598832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-01,7232858724,5678497249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-01,7595774268,7551117650,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-01,8429175608,4647355700,0.0,12874.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-01,9546700254,8233683753,0.0,0.0,0.0,1645.0,0.0,0.0,0.0,0.0
2016-08-01,5279384882,5279384971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-03-01,6791981199,6805054760,0.0,0.0,0.0,268.0,0.0,0.0,0.0,0.0
2022-03-01,6850357190,3958692761,5458.0,3702.0,2142.0,0.0,0.0,0.0,0.0,0.0
